Counter,Date,User,Comment
3418,"July 20, 2007 5:21AM","
kdshapiro ","
When you buy a used car you have to understand the market. There is a lot of room for negotiation on cars that are consistently heavily discounted or can easily be had for much less msrp or that take a huge depreciation hit the first year. KBB and ALG can help you understand the market, but it's a crap shoot. Buying a car with the intent to sell it in three years based on what you believe to be the future asking price can lead to some surprises. "
3419,"July 20, 2007 5:23AM","
mz6greyghost ","
The Forester is a crossover, so obviously, it's not in the same ball park as a sedan.The OP also never asked about the Legacy GT, only about the MS6 against the Altima 3.5SE. The LGT is indeed a great-handling sedan, but you're right, it's bigger size-wise than the MS6, and IMO it constantly reminds you of this when you're driving as well. "
3420,"July 20, 2007 6:05AM","
captain2 ","
it's a crap shoot. Buying a car with the intent to sell it in three years based on what you believe to be the future asking price can lead to some surprises. all true, you have to wonder how these leasing cos. can project residual values (and therefore lease payment sizes) reliably when a particular car is just out. I just can't imagine that even Mazda/FoMoCo) would have had any idea a few years back, that the 6, for example, would be having to be sold at $6k+ discounts and thus, the residual values would be in the dumper. Guess it must get to be a function of Mazda/Ford (if they are the lessor) ""taking it on the chin"" much in the same way that they do when they discount it that much to begin with? Buying any brand of vehicle with a 'suspect' past in terms of future values is a helluva gamble but at least we do have a 'red flag' - that being that that it is being sold for any number significantly below invoice. "
3421,"July 20, 2007 6:25AM","
bhmr59 ","
1) I don't want to sell the car. It's been fantastic.2) Too bad practically no individual can sell their used car for retail, regardless of the make and model. :surprise: "
3422,"July 20, 2007 6:25AM","
kdshapiro ","
Absolutely, but the Legacy doesn't pretend to be a sporty car. It's a sporty crossover. I was responding to the prior comment about the Subaru, not the OP comment. "
3423,"July 20, 2007 6:52AM","
elroy5 ","
Too bad practically no individual can sell their used car for retail, regardless of the make and model. Kbb has ""private party"" sale value, which is closer to what you can get for the car. Retail value is what you can expect at a dealership, and is usually $1k-$2k more. I think the ""condition"" of the car, and how ""in demand"" the car is in your area, has more to do with what you can sell a car for than any number on kbb. "
3424,"July 20, 2007 7:02AM","
lilengineerboy ","
Absolutely, but the Legacy doesn't pretend to be a sporty car. It's a sporty crossover. I was responding to the prior comment about the Subaru, not the OP comment.I think you might be confusing the Legacy with the Outback. I found the Legacy to be more sporting then the Honda, as sporting as the Altima, and less then the MS6 (although about on par with the comparable Mazda6). If you compare the Spec B with the MS6, things might be different but I haven't driven a recent Spec B. "
3425,"July 20, 2007 7:09AM","
plekto ","
In my world the backseat of a MiniCooper has more room than an RX8. I guess different strokes for different folks. ****Actually, it's about as large as the CTS or other midsize sedans if you ignore the wasted middle seat area. (which most people just use as an armrest by putting down the center console when sitting back there). The RX-8 just made that a full-time armrest/storage area. It's not too bad to actually sit in.Plus, 95% of the time, people are driving alone or at most, with one kid in the rear. Even a Buick LaCrosse is miserable with three people in the rear. Needing a big car to commute in seems a bit of a waste to me. I'd rather get something sporty instead. "
3426,"July 20, 2007 8:08AM","
kdshapiro ","
""It's not too bad to actually sit in.""We talked about this. I don't really care what the specs say, (imo) it's absolutely claustrophic to sit in the back of an RX-8. Different strokes for different folks. One man's palace is another man's shack. "
3427,"July 20, 2007 8:10AM","
kdshapiro ","
I drove the Legacy, it's a very civilized vehicle with a bunch of creature comforts and the ability to pile stuff in the back and on the roof. With a turbo and 250hp it's plenty fast as well. "
3428,"July 20, 2007 8:28AM","
alpha01 ","
As my dad owns a Legacy and I have significant experience with it, I think its an often overlooked gem in this segment. Great purchase prices, AWD confidence and enthusiastic handling, good reliability, fantastic interior design and materials, etc. Heck, the Legacy SE is equipped more or less the same as an Accord EX 4, but sells for less, plus you get AWD and better IIHS overall ratings. It just hasn't fuel economy or room....which leads to my next point...I'm surprised at the talk about size, Legacy is much closer in interior volume to the Mazda 6 than it is to the Camry-Accord-Altima-Sonata crowd. "
3429,"July 20, 2007 9:23AM","
kdshapiro ","
You are right, I mixed up my models. I was thinking of the LegBack model. :confuse To me Subaru has the most confusing model designations....don't know why. Somehow 3,5,6,7 seems to work very well, while Legacy Spec B means nothing. "
3430,"July 20, 2007 9:44AM","
benderofbows ","
Not a Mazda6, but a real-world, private-party scenario.My 1998 Mazda 626 ES V6 had an original MSRP of $23,240 and an original invoice of $20,933. The car had the standard manual transmission, sunroof, leather, power seats, BOSE CD, ABS brakes, and alloy wheels.In June of 2001, with 50k miles, the original owner attempted to sell it for $12,500 but had no interest. He sold it at his reduced asking price of $10,500. This represents approximately 50% depreciation in 4 years.I drove the car 2 and 1/2 additional years and put another 45k miles on it, selling it in December 2003 for $5,700, or 30% of it's original value. That figure was just below KBB ""excellent"" private party value at that time. "
3431,"July 20, 2007 9:49AM","
dudleyr ","
""The MS6 is not in the same ballpark, size wise, as either the Forester or Legacy""Not true. The Mazda6 is certainly bigger than the Forester and Legacy, but not by much.Cu ftLegacy 93Forester 95Mazda6 96Legacy wagon (outback) 97Mazda6 wagon 98For perspective the Civic is 91 and the Accord is 103. "
3432,"July 20, 2007 10:21AM","
andres3 ","
I certainly think that a 20 year history and track record is about 20 times more reliable than a 1 year track record and history.When the Fusion's been out as long as the Accord, then it will have legendary status similar to the Honda, but only if it can maintain the first year performance longterm! "
3433,"July 20, 2007 10:55AM","
daedalus34r ","
I perceived the legacy [gt i sat in] to be notably smaller than the mazda 6. Im about 5-11, In the legacy I need to move the seat travel all the way back ... and then I can barely fit in the seat behind me... dont even ask about comfort. I dont understand how subaru can make such a small backseat ... dont they realize people come in much larger sizes than me? lol. Almost all of my friends are taller, some upto 6-5, putting them in an LGT would be worse than guantanamo bay lol.I can easily sit behind myself in a mazda6, comfortable for like 2~3hr car ride easily. After that it gets iffy even in any car in this segment.these are just my observations. If the legacy had a bigger back seat, it would be my #1 choice hands down [im lookin for manual transmission car]. Another problem with the legacy backseat is the C-pillar that forces you to contort your body to get in. "
3434,"July 20, 2007 11:39AM","
kdshapiro ","
Forget the Legacy, the 6 is not bigger than the Forester in terms of usable area. You cannot a good part of the 96 cubic feet in the Mazda 6, while you can use a 100% of Foresters' 95 cubic feet. "
3435,"July 20, 2007 12:21PM","
captain2 ","
whule I certainly agree with your historical perspectives, the Duratechs have been around for well over 10 yrs. if you also include the original 2.5s. Say what you want about the 'competitiveness' of the current 3.0, but reliabilility and durability of it has gotten quite good. It's when Ford decides to (or is able to) replace the engine with something truly new that I'm guessing those teething problems would logically appear. The 3.6 in the Saturn is a truly new engine that did fortunately spend some time under CTS hoods much like the Camry V6 had already spent some time under Avalon hoods (and others). As such, the jury must still be considered out on those particular engines especially relative to things like the current Honda V6, the 'ancient' Nissan VQ, and yes, even that 'ancient' DT. "
3436,"July 20, 2007 12:24PM","
moparbad ","
The Mazda6 has more legroom for the backseat than the Forester. "
3437,"July 20, 2007 12:43PM","
joe97 ","
per model year change press release; otherwise, minor changes at best for 2008 Mazda6sThis means the new 6 will arrive as a 09MY (perhaps 08.5MY but likely 09). "
3438,"July 20, 2007 12:56PM","
moparbad ","
April-May 2008 arrival for the 2009 Mazda6 is the consensus opinion. "
3439,"July 20, 2007 1:01PM","
dudleyr ","
The Mazda6 wagon is a better comparison to the Forester and it has more space 98 vs 96 and also uses ""100%"" of the space. "
3440,"July 20, 2007 1:02PM","
joe97 ","
Timing sounds about right for the US market. It will have its world debut staged at Frankfurt, and then either LA or Detroit as US debut. "
3441,"July 20, 2007 1:10PM","
alpha01 ","
MZ 6 Wagon may not be a better comparison; it and the MZSpeed 6 are cancelled for '08. "
3442,"July 20, 2007 2:56PM","
zzzoom6 ","
some new spy pics of the (2009?) new mazda6! I'm liking the interior but the outside looks a bit bloated...hard to tell though with all the cladding on it. one things for sure, I can't wait til september to see it when it's supposed to be unveiled at the Frankfurt Auto Show. here's a link for some more pics and rumors about the new mazda6: link title "
3443,"July 20, 2007 3:11PM","
zzzoom6 ","
Forget the Legacy, the 6 is not bigger than the Forester in terms of usable area. You cannot a good part of the 96 cubic feet in the Mazda 6, while you can use a 100% of Foresters' 95 cubic feet.which is why it's nice to have an option to buy a hatchback or wagon (until it is discontinued next year) in the midsize sedan class. those who want to be able to have the convenience and comfort of four doors yet have the flexibility to haul some pretty large things can buy a Mazda6 in it's different styles so a buyer can get much more usefulness out of a midsize sedan. I posted this pic before, but I am still very happy with what I can fit in the back of my hatchback. for those who don't recall, that's 3 highback office chairs with arm rests in the back of my Mazda6 hatchback... "
3444,"July 20, 2007 3:37PM","
kdshapiro ","
Hatchbacks are very useful, I had one myself. Some of the reasons I didn't go with the Accord is I like to haul stuff, lots of stuff. There is a lot of very useable space and the cabin is wide open. There is room for 5 big adults without any issue whatsoever. I also wanted AWD, and wanted the turbo. There are tradeoffs the XT premium doesn't have 5 gears and I like my windows framed. But the sunroof is awesome and the Forester has had a very good track record. That track record is reflected in the extended warranty which I bought which only cost a few hundred dollars extra. "
3445,"July 20, 2007 3:47PM","
zzzoom6 ","
other than KBB instead of Edmund's, is there something wrong with the English language?apparently there is something wrong with the english language for you, cuz you can't seem to quote or paraphrase people correctly...lolThe situation you claim, a car being worth more 'retail' (according to anybody) after 18 months and 20k just plain doesn't happen, and especially not to Mazda6s and even not to Camcords. Believe your KBB if you wish, they are wrong (as those numbers tend to be when any cars starts selling at big discounts) AND as indicated by that other poster that said that he had a great deal of difficulty getting any kind of reasonable value back on his Speed6.Did I ever say that I thought I could sell my car for the suggested retail amount that is listed in Kelly Blue Book. No, I didn't. Once again, you are suggesting I said something that I never have. And if you were to read my original post, I listed the private party value for my Mazda6 which was $2200 off what I paid for it. Not bad for 18 months and 20k miles... but oh yeah, you don't like to paraphrase what other people write correctly, so I'll make it clear to everyone else. Here's where I take issue with your disputing KBB's valuations of cars. On the one hand you bring up the advantages of certain cars by mentioning Edmund's True Cost of Ownership, which uses (among other things) used car values to determine the TCO. So in this situation you accept these used car values to draw conclusions about the cost of owning one of these cars. But in this instance, you are now saying that these used car valuations are junk and should be ignored... well captain2, you can't have it both ways. And as a side note, when I got preapproved to get a loan for a used car, guess what the bank used to determine the maximum amount that they would loan me for a certain car... you guessed it, Kelly Blue Book. Regarding your mentioning that person with the Speed6 and his inability to get what he wanted from a dealer on trade in... First of all, when does a dealer ever give a fair trade in value at first... pretty much never. And how do you know how far into the negotiation he got? And how do you know how good of a negotiator he was anyway? Second, you have no idea what condition his car was in... was it damaged or abused? Third, you don't know what the dealer offered him. Maybe that guy has the idea that he should get all of his money back and anything less is unreasonable... of course to expect this would be absurd, but how do you know if this guys expectations are realistic or not? Fourthly, how do you know what he paid for his car in the first place? If you don't know that, how can you judge what ""reasonable value back"" is? And you have not tried to dispute the point in the three responses you've written to my first post that brought up the point that the more of a discount you get on a car, the less of a hit you will get when it comes to resale. Since you have not tried to dispute this, you must agree that you have no basis to judge whether the amount offered for his used car was realistic, fair, or reasonable. "
3446,"July 20, 2007 3:56PM","
zzzoom6 ","
Yeah, I love Subies... the car I owned prior to the Mazda6 was a 1996 Legacy GT wagon. I have some very fond memories of driving it in Southern Cal on hwy 1 along the windy roads overlooking the pacific coast... that was a ton of fun (except for all the stuff in the back that was sliding from side to side...a half gallon of water must have sloshed out of my cooler lol). Here in the NW there are tons of subies around and this demand kept me from getting the deal I wanted on a 05 legacy gt. Really an amazing car. A friend of mine just got an Outback (non turbo) and it's really nice. As a side note, my legacy had 160k miles on it, and I sold it for 5.4k and it was advertized for less than a day. "
3447,"July 20, 2007 3:59PM","
ilikecars23 ","
Based on the latest spy shots of the Mazda6, it appears this car will be a real looker in the midsize segment, even in full camo the car looks great. With its larger portions i fully expect great things in the handling department also.  "
3448,"July 20, 2007 6:40PM","
backy ","
It's kind of hard to tell with the cover-ups, but the lines of the new 6 remind me of the Altima. "
3449,"July 20, 2007 8:37PM","
zzzoom6 ","
I'm thinking the spyshots of the next generation Mazda6 shares a lot of the lines along with headlights and taillights, of the lexus IS... which by the way, I don't think would be a bad thing. "
3450,"July 21, 2007 4:07AM","
jeffyscott ","
My 1998 Mazda 626 ES V6 had an original MSRP of $23,240 and an original invoice of $20,933. The car had the standard manual transmission, sunroof, leather, power seats, BOSE CD, ABS brakes, and alloy wheels. In June of 2001, with 50k miles, the original owner attempted to sell it for $12,500 but had no interest. He sold it at his reduced asking price of $10,500. This represents approximately 50% depreciation in 4 years. What did he actually pay for it when new? If it were discounted like the Mazda6, perhaps he paid $5000 (or more)below MSRP, as a number of Mazda6 buyers have. That would mean he would have paid around $18,000 and depreciation was about 42%. This was also a manual, which makes selling it a lot more difficult. "
3451,"July 21, 2007 6:54AM","
captain2 ","
aah so! OK I take it all back, and I'll be right behind you (and FoMoCo) into the depths of Chapter 7 as we all make (lose?) a fortune buying and selling used (and new) Mazda6s! As I said it just doesn't happen and nor is any car (yes, even those Camcords) ever a good investment from any reasonable strictly financial viewpoint. In terms of believing a Camcords probable resale value projections vs. anything else in this group (other than the Altima, which also ranks very high on the ole used desirability list) - all you really have to do is actually try to sell (or buy) one vs the other - and then you will see how close your treasured KBB retail/private party/tradein numbers really are - in both cases. Let me know when that happens to you, then I will apologize profusely for challenging any of these ridiculous contentions you make! As it is right now a Mazda6 should hold its value about as well as a Sonata - really lofty territory don't you think? Things like $6k discounts on $20k new cars do things like that. "
3452,"July 21, 2007 7:54AM","
maxamillion1 ","
I like the interior shot! Looks at least better than the new Altima's interior.Kinda makes me wonder if Nissan will have to do another ""Interior 2.0"" like they did with the 05 Altima. This time it wouldn't be because of materials, it would be because of the spartan design.I like the new Altima, but the more I see new competitors hit the market, the more I worry that Nissan played it too safe with the Altima's redesign. The front end (which looks like it's smiling) isn't nearly aggresive enough, the styling looks too similar to the previous generation.Even the Sonata is getting a more cohesive inteior next year...I'm definitely worried about Nissan. "
3453,"July 21, 2007 11:47AM","
zzzoom6 ","
once again, since you can't seem to respond to what I've actually written and instead insist on making things up or divert into childish sarcism, I'll just make the point that these are not my resale value #'s...they are KBB's. If you have an issue with their valueations, feel free to show me some data that supports your point. Since banks, car dealerships, and magazines use KBB to figure things like TCO, this suggests that many people familiar with this industry feel that KBB is a good guide to car resale values. Until you can come up with more than your own personal hunch as to why KBB should be discredited, you're just flailing around in this argument and not making any contact with the issues at hand. And since you've taken this position, you do realize that any effort you make to talk about TCO of cars has been invalidated by your own arguments... congrats. "
3454,"July 21, 2007 2:29PM","
Kirstie_H ","
OK, we are getting into sillyland again. This is NOT about individual resale values, and we have already done (to death) the resale value v. new argument. Please move on, so Pat & I don't have to spend our Sundays deleting pedantic, nitpicky posts. Thank you. "
3455,"July 21, 2007 2:38PM","
lilengineerboy ","
Please move on, so Pat & I don't have to spend our Sundays deleting pedantic, Yeah and we don't have time to spend our Sundays looking up multiple syllable words like pedantic. :P j/k "
3456,"July 21, 2007 3:48PM","
Kirstie_H ","
Cool... then you'll just take my word for it  "
3457,"July 21, 2007 4:28PM","
jeffyscott ","
Was/is a longer warranty a significant factor to anyone? When I shopped, it really wasn't. I thought it would be nice to have a 4 or 5 year warranty, but in the end it really did not matter.I probably did give a little more consideration, than I otherwise would have to Sonata due to the warranty. Due to the warranty, I even gave very brief consideration to the Galant, but never did even test drive one...partly because the dealer is in an inconvenient location.Just wonder if anyone bought or is planning to buy model X instead of model Y specifically because of a long warranty. BTW, the only ones in this class that have 5 year full warranty are Sonata, Galant, and Optima, right? "
3458,"July 21, 2007 4:32PM","
jd10013 ","
didn't even consider the warranty, have had nothing but good experiences with nissan. It took the finance guy 20 minutes and lowering the price twice to get me to take an extended warranty. "
3459,"July 21, 2007 4:48PM","
elroy5 ","
I think if someone was on the fence between this car, and that car, a longer warranty could make the difference. I doubt it would actually change one's decision from the car of choice to another car. Maybe that's why they don't all have long warranties. Because it doesn't change many minds. "
3460,"July 21, 2007 5:53PM","
goodegg ","
I'm definitely worried about Nissan.Worried about what? Nissan's ability to keep up with the strong demand for the new Altima?I think it's a sweet ride. No worries. "
3461,"July 21, 2007 6:10PM","
bhmr59 ","
That seems like a contradiction. You say ""don't even consider the warranty"" and then said you spent 20 minutes dickering over the price of an extended warranty before you bought it.Sounds to me like you wanted a warranty that was better than what Nissan included as standard.Hyundai's unmatched warranty was important to me. Four months before I bought my Sonata in April '05, I started researching cars. One of the things that attracted me to test drive a Sonata was the warranty. The more I researched, the more it became apparent that Hyundai was a ""player.""My car has been fantastic. Not one thing has had to be adjusted or corrected in 27 months and ~15,300 miles. My brother now has an '07 Sonata, a friend has an '07 Azera (& 2 months after ownership bought his college age son an '02 Sonata w/ 15K miles) and he referred a co-worker who bought an '07 Tuscon.The warranty is meaningful to some people. I know that I won't be looking at any major expenses for 5/60K and 10/100K for power train (the really major expenses) if something goes wrong. But, so far so good, on the 4 cars I mentioned. "
3462,"July 21, 2007 7:42PM","
goodegg ","
Not one thing has had to be adjusted or corrected in 27 months and ~15,300 miles. Jeez - I hope not. I put 15,300 miles on a car in 9 months easy, and would expect zero issues in that time frame also, be it a Honda or a Ford. "
3463,"July 21, 2007 7:45PM","
elroy5 ","
I paid for an extended warranty once, back in 91. All that $600 got me was a new temperature control knob. If I think the car is unreliable, I don't want. I bought a Nissan, a Toyota, and a Honda since then, and the only one that needed a repair (that would have fallen under extended warranty) was the Nissan. And that one didn't amount to $600, so I came out ahead on that one too. "
3464,"July 21, 2007 8:35PM","
maxamillion1 ","
The Altima is in strong demand now...but there are some seriously new competitors that will be there.*New Malibu*New Mazda6 (that already is sportier than the Altima, and probably will be bigger and still probably handle better)*New Accord (that's a given PERIOD)Nissan did a good job redesigning the Altima..but the styling is too evolutionary (I Love my 05, just wish the 07 was better) The interior has some good materials, but the design is lacking visually...Seems like Nissan is moving away from the ""BOLD"" designs of the previous generation. Things are too evolutionary now..and the Sentra has got to be the worst looking car to come out of Nissan since the current Maxima. "
3465,"July 21, 2007 9:53PM","
m1miata ","
I like the style of the latest Altima. I prefer the transmission, and steering of my Accord. I do not like the strange placement of the emergency brake. Style wise, I would say pretty cool and modern. If buying a stick, I would consider one. Is the emergency brake still a foot one though, and placed about where the clutch should be?Loren "
3466,"July 22, 2007 3:28AM","
jeffyscott ","
The warranty is meaningful to some people. I know that I won't be looking at any major expenses for 5/60K and 10/100K for power train (the really major expenses) if something goes wrong.I was thinking about this because my 20 yr old kid totaled the hand-me-down Contour he was driving and will need to replace it. He seems to just want to buy another junker, which I think is the best choice for him. But I have been letting him know his other options. One of which would be buy a car with a 5 year warranty and pay for it over 5 years. The extra expense of interest and the need for collision insurance is partly offset by having no repair costs.I think for someone with a limited budget the 5 year warranty makes going with a 5 year loan safer. That is assuming they do not drive so many miles that the 5 years become 3 or something. "
3467,"July 22, 2007 5:19AM","
goodegg ","
The Altima is in strong demand now...but there are some seriously new competitors that will be there. *New MalibuI doubt the new Malibu will have much of an impact on Altima sales. The Accord won't either - there are built in sales Honda will always get, and for good reason. Shoot, even the Sonata hasn't made much of a dent in the Accord's armor, let alone the Altima's. "
3468,"July 22, 2007 5:26AM","
jd10013 ","
That seems like a contradiction. You say ""don't even consider the warranty"" and then said you spent 20 minutes dickering over the price of an extended warranty before you bought it. no, It's not a contradiction. I went in to buy my car with no intention of purchasing a warranty. I've owned 2 other nissan vehicles, and never used the extended warranty. not even once. so this time, I figured why waste the money? However, the dealership had different plans. when they gave me the final price, I told them it was high, to drop the warranty. they spent 20 minutes trying to talk me into buying one. we weren't dickering over price. they just kept lowering it because my intial reason for decling it was that it was a waste of money, which, for the most part, i thought it was. But for some reason, the dealership was hell bent on me getting an extended warranty. so, after 20 minutes of them twisting my arm, lowering the price of the warranty, and lowering other charges in order to get the car priced the same with the warranty as it would have been without it.............I gave in and took it. "
3469,"July 22, 2007 5:48AM","
lilengineerboy ","
Jeffyscott- I think you are very wise for considering insurance costs in that budget. Another thing to consider is how handy or willing to work on the car himself is he? Older vehicles have a ""nickel and dime"" tendency, but most of those things are reasonably easy to repair DIY. If the Accord (which is old) had to go in for service every time something broke, there is no way I could afford that car and the monthly maintenance cost would be more than a car payment (and perhaps the insurance cost would be offset by not having to spend time repairing it).At this point, unfortunately my time is becoming more valuable, keeping up with the vehicle repair is getting too much, and that monthly cost is approaching a car payment, so that is putting me in the market for something newer. "
3470,"July 22, 2007 6:30AM","
jeffyscott ","
Another thing to consider is how handy or willing to work on the car himself is he?I think he is handy, but unwilling  . He does have a part-time job, though. He earns ~$150 per week and does not spend much, so he can afford the occassional repair. So the trade-off is $500-1000 per year in repairs vs. higher insurance costs and car payments. OTOH, if he has collision coverage he will limit his losses should he have another accident. OTOOH, if he has another accident insurance costs may explode...in fact, that may already be in the works, since it was officially a single vehicle accident. A least nothing was lost but a car, lucky considering he was forced off the freeway and then ended up spinning out of control accross all 3 lanes. I do wonder if ESC might have helped, though  ... "
3471,"July 22, 2007 10:16AM","
urnews ","
if he has another accident insurance costs may explode...in fact, that may already be in the works, since it was officially a single vehicle accident.You can count on it. Anyone know if mid-size sedans cost less to insure? "
3472,"July 22, 2007 10:56AM","
lilengineerboy ","
I do wonder if ESC might have helped, though Yup, it would've kept him going head first straight into the k-barrier :P (I'm just kidding, although that is a reasonable possibility)It sounds like his experience is typical of where the vehicle off road crashes happen. When the car leaves the roadway and tries to get back on, a bunch of bad stuff starts happening. This is also one of the easiest ways to roll an SUV, as joining the roadway from a low shoulder may be enough to provide the ""trip"" to roll it. Its very scary stuff. One of the things they told us at the HPDEs is ""if you go off, stay off,"" which was basically saying if you exist the course (or roadway or whatever) to get the vehicle completely under control (and slowed) before rejoining the roadway; there have been a number of times I have seen a vehicle go spinning off on the inside of a course (with an open field and no obstacles) only to fight its way back onto the course while the driver didn't have enough directional control of the vehicle and would hit the inside wall sideways. "
3473,"July 22, 2007 11:59AM","
maxamillion1 ","
That may be so.The new Malibu has all of the goodness of the Aura, plus more, I wouldn't doubt the Malibu too much, considering the Impala outsells the Altima.If the Impala, with all of it's old technology, can beat the Altima, who's to say a new Malibu couldn't?Same with the Accord. The Impala is getting close to Accord sales, probably do to fleets. But the Altima is sold in high numbers to fleets as well. "
3474,"July 22, 2007 1:08PM","
jeffyscott ","
Yes, he probably should have just stayed off on the right shoulder, taken his foot off the gas and let the car slow down. I will mention that to him for future reference. Thanks for pointing this out, it's what I think I have done in somewhat similar situations but had not thought of it.I am not sure exactly what he did do, I don't think he is either. "
3475,"July 22, 2007 1:18PM","
jeffyscott ","
Anyone know if mid-size sedans cost less to insure? It does seem to. Allstate has a ""ballpark estimate"" feature on Focus was about 10% more than Fusion. With liability only the difference was about 20%. That is odd, you would think liability would be less, the smaller the car is. They do include uninsured motorist in that estimate, but I can't imagine that costs enough to account for the difference. "
3476,"July 22, 2007 2:42PM","
plekto ","
One of which would be buy a car with a 5 year warranty and pay for it over 5 years. The extra expense of interest and the need for collision insurance is partly offset by having no repair costs. The truth, though, is that you can get a ""beater"" that's a perfectly fine car for less than $6000 that's only a few years old. Of course, it will be a Ford or GM midsize sedan, but they are safe and get reasonably well mileage as well.Say he gets a $9995 Chevy Aveo(5 year drivetrain) - about as cheap as it gets new. It's going to kill him in payments and not be either as safe or as nice as say, an 7-8 year old LeSabre or a 5-6 year old Grand Marquis.Grand Marquis GS($6,000)Manufacturer Rebates:Net Cost: $17,879That's new. Used:http://www.autotrader.com/fyc/vdp.jsp?car_id=221055456Yes, 6.5 years old and $5995. New makes no sense at all for someone on such a limited budget. I boubt if he's going to abuse it even half as bad a a taxi driver or police officer.Fuel cost is minimal as well, so mpg is moot. - what he needs at 20 years old is sometihng to get to school and work. He's not putting on 20,000 miles a year(at least I hope he's not - lol)Actually, I'd go OLD. Classic and dirt cheap to work on. Pre-smog, and pre-computers. Like an old Volvo 140. Engine is bulletproof, rest of the car can be worked on for almost nothing. Get one of the 1976 or older models as there isn't any computers or smog equipment to really speak of. It's virtually the same as a Volvo 240, just with carbs and stuff you can fix yourself.Or you can always find an older 1970s domestic. Something that loks retro and he can fix and modify a bit - without losing too much value. There's a reason college students tend to drive old heaps like this. Because there isn't anything that gets you areound for less money. "
3477,"July 22, 2007 3:25PM","
m1miata ","
Those new found sales for the Impala are mostly rental fleet. 53.9% for the first half of 2007 were fleet sales of one sort or another. The Honda Accord was 4.9%, so there you have it, you decide. Altima 16.4% fleet - big deal ! The Impala found some new retail customers when it change the look inside and out. The freshen up was a good one. More advertising and a longer warranty also helped. It however is no match for the foreign competition. The car is what it is. A bit larger, good for a company car or renting for a vacation.The New Malibu is going to do better than the Aura, no doubt. It has all the Chevy dealerships and a more interesting looking interior, with possibly better pricing off-the-bat. So Malibu does well, Aura is just sort of hanging around and the G6 is due to die off.Loren "
3478,"July 22, 2007 4:03PM","
maxamillion1 ","
As I said, if the Impala (regardless of fleet sales) can be sold in great numbers, who's to say a Malibu which is significantly better than the Impala, and better than the Aura can't do the same thing? Each year those fleets sales have went down for the Impala, so it's a sign that retail sales for the Impala are actually improving.I never mentioned anything about the Accord's fleet sales, which I knew would be low. But I do believe that the new Malibu will be a true competitor, more so of a competitor than the Fusion, Aura or Sonata mainly because of Chevy's big dealer network and the fact that the car is soooo much better than the current model. I also feel that the Malibu's styling is going to attract some people to and that it's interior (with it's elements of cheapness) is unique because it offers so many color schemes. Some features of the Malibu are missing (Nav, Bluetooth, etc) but I feel the car is going to be competitive otherwise, just like the Aura is...but it will be a MUCH better seller than the Aura because it has a bigger network of dealers, a competitive V6, I4/6spd auto combo on the LTZ, and more competitive pricing than the Aura has.We'll have to wait it out and see...but in the meantime, as an owner of the previous generation Altima, I'm still worried about the car.Has anyone seen this pic of the new 'Bu? I'm feeling it.Either way I can't wait until all these new cars get here! A new Accord in Sept, around the same time we get to see the new Mazda6 in Geneva. By Jan, the new Malibu will be here.Can't wait to see some comparison tests. "
3479,"July 22, 2007 4:10PM","
m1miata ","
Nope, fleet sales are rising for the Impala "
3480,"July 22, 2007 4:15PM","
jeffyscott ","
Say he gets a $9995 Chevy Aveo(5 year drivetrain) - about as cheap as it gets new. It's going to kill him in payments... After estimating the insurance cost, that alone kills him. So another beater it is...maybe it'll be a midsize  . "
3481,"July 22, 2007 4:18PM","
baggs32 ","
You can count on it. Anyone know if mid-size sedans cost less to insure?My insurance went up $48 per year when I traded my Mazda6 S in for the Mustang GT. Howver, I'm not 20 years old like jeffyscott's son either.  "
3482,"July 22, 2007 4:18PM","
m1miata ","
The New Malibu is the most promising of all the cars built off that chassis. What GM needs though is more NEW - UNIQUE cars again. Move ahead of the bunch of other stuff in the market place and get that old we are Body by Fisher top notch in style thing going again. I am thinking a good platform for this is the Aussie cars coming to Pontiac, then Chevy. The New Malibu is a good enough entry, but a bit like an "" oh yeah, we can do that too "" car. The Aura XE was a mistake, they all should have been the upscale XR and price at $21,999 in the beginning.Malibu should be the price leader with the i4, then have the 3.6 V6 for say that $21,999 price tag, at the very most.Loren "
3483,"July 22, 2007 5:14PM","
benderofbows ","
I thought it would be interesting to post a video of my Accord accelerating from 5 to 80 MPH. This way everyone can hear what it sounds like when it sings its song, sort of share in the experience. We've certainly done enough talking about acceleration, engine noise, etc... now watch the video.This was filmed at a rest stop. I started rolling at 5 MPH in the truck lane which merges with the car lane that becomes the onramp. You can see a white Expedition pass by in the car lane a few seconds before I begin my run. Before even reaching the end of the ramp, I've caught the Expedition and have to merge all the way over into the fast lane on the freeway, coming up on a car which is going 80 MPH. There was plenty of lane left. It certainly was fun.LINK TO VIDEO ON CARSPACEThe car feels much faster than the spec sheet suggests. For all the people who say you need a V6 to make merging/passing ""safe"" or that 4-cylinders can't perform, you've got to try a Honda!Anybody else want to post a video of what their car sounds like at full throttle? Mazda6, Altima, Aura... what is the merging experience like? "
3484,"July 22, 2007 5:35PM","
urnews ","
There are two V6s available in the Aura. One is a new design, I believe, and one is an older engine. Which is which? "
